PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side
0278_01,0,0,2,35,0,0,0,0,706,1306,False,5,82,1
0278_02,0,0,2,45,0,0,94,0,14,297,False,6,45,0
0281_01,0,0,2,19,0,0,0,1005,0,0,True,5,63,0
0282_01,0,0,2,21,0,0,686,0,0,0,True,5,54,1
0283_01,0,1,1,29,0,0,0,0,0,0,True,6,46,0
0283_02,0,0,2,22,0,142,505,1,0,2,True,5,64,0
0285_01,1,1,2,14,0,0,0,0,0,0,True,4,16,0
0285_02,1,1,0,42,0,0,0,0,0,0,True,4,16,0
0286_01,0,0,0,57,0,3,805,29,158,13,False,5,65,0
0287_01,1,1,0,39,0,0,0,0,0,0,True,5,82,1
0287_02,1,0,2,28,0,0,458,32,6,887,False,1,12,0
0288_01,0,0,0,19,0,0,0,0,0,667,False,5,55,1
0289_01,1,1,0,19,0,0,0,0,0,0,True,2,12,1
0290_01,1,0,0,26,0,0,1286,0,790,244,True,1,7,1
0290_02,1,1,2,17,0,0,0,0,0,0,True,1,7,1
0290_03,1,0,2,43,0,0,0,0,0,0,True,1,7,1
0290_04,1,0,0,9,0,0,0,0,0,0,True,1,7,1
0291_01,1,0,2,40,0,0,1381,87,773,0,True,3,10,1
0294_01,1,1,2,50,0,0,0,0,1327,0,True,1,8,1
0297_01,0,0,2,24,0,90,2,862,17,0,True,6,47,0
0298_01,1,1,0,57,0,0,0,0,0,0,True,0,3,0
0301_01,0,1,2,16,0,0,0,0,0,0,False,5,82,1
0302_01,0,0,2,23,0,0,0,15,0,861,False,5,67,0
0303_01,0,1,2,23,0,0,0,0,0,0,True,6,41,1
0304_01,1,0,2,28,0,0,351,0,974,1205,False,4,18,1
0305_01,1,0,0,23,0,0,455,0,20,1060,False,2,7,0
0306_01,0,0,2,23,0,322,166,242,1,101,False,4,19,1
0307_01,0,0,2,18,0,0,0,874,0,0,True,5,59,1
0309_01,0,0,2,18,0,854,0,154,6,0,False,5,60,1
0310_01,1,0,2,67,0,1273,214,0,1203,228,False,5,82,1
0313_01,0,0,1,60,0,7,426,1,0,4,True,5,68,0
0313_02,0,1,0,27,0,0,0,1115,0,0,True,6,50,0
0313_03,0,0,0,49,0,297,0,0,295,0,True,5,68,0
0313_04,0,0,0,0,0,0,0,0,0,0,True,6,50,0
0314_01,0,0,0,26,0,334,0,73,0,845,False,6,51,0
0315_01,0,1,1,35,0,0,0,0,0,0,True,6,42,1
0316_01,1,0,2,24,0,0,1086,1115,164,0,True,1,9,1
0316_02,1,1,2,20,0,0,0,0,0,1306,True,1,9,1
0320_01,0,0,2,18,0,0,2,0,1327,0,False,6,44,1
0320_02,0,0,2,21,0,0,5,3,0,1306,False,6,44,1
0321_01,0,0,2,59,1,776,0,201,0,0,False,5,61,1
0322_01,0,1,1,13,0,0,0,0,0,0,False,6,45,1
0324_01,0,1,0,43,0,0,0,0,0,0,False,6,53,0
0326_01,0,1,2,29,0,0,0,0,0,0,False,6,47,1
0327_01,0,0,2,19,0,17,0,644,0,2,True,5,82,1
0330_01,1,0,2,2,0,0,0,0,0,0,True,2,14,1
0330_02,1,0,2,32,0,234,1307,0,46,196,True,2,14,1
0330_03,1,0,2,33,0,380,284,0,145,827,False,2,14,1
0331_01,0,0,2,25,0,0,0,234,0,468,False,5,72,0
0333_01,2,1,0,29,0,0,0,0,0,0,True,5,73,0
0334_01,2,0,2,29,0,1252,2,203,886,0,False,5,62,1
0336_01,0,0,2,44,0,561,1,16,0,0,False,5,74,0
0337_01,2,1,0,2,0,0,0,0,0,0,True,5,63,1
0337_02,2,0,2,19,0,358,304,525,3,759,True,5,63,1
0337_03,2,0,0,0,0,0,0,0,0,0,True,5,63,1
0338_01,0,1,2,18,0,0,0,1115,0,0,True,6,48,1
0340_01,1,1,0,38,0,0,0,0,0,0,True,1,10,1
0341_01,0,1,1,5,0,0,0,0,0,0,False,6,57,0
0343_01,0,0,1,31,0,119,0,0,257,706,False,5,76,0
0345_01,2,1,2,30,0,0,0,0,0,0,False,4,21,1
0346_01,0,1,0,15,0,0,0,0,0,0,True,6,59,0
0347_01,2,0,2,27,0,373,0,888,0,0,False,5,64,1
0348_01,2,0,2,22,0,139,1114,195,3,0,True,3,12,0
0348_02,2,0,2,36,0,434,0,971,0,0,True,5,82,1
0350_01,0,1,1,14,0,0,0,0,0,0,True,6,60,0
0352_01,2,0,2,23,0,1079,0,1071,0,0,False,5,78,0
0355_01,0,1,2,18,0,0,0,0,0,0,True,5,82,1
0356_01,1,1,0,36,0,0,0,0,0,0,True,1,15,0
0357_01,0,0,2,41,0,1273,781,0,121,485,False,5,65,1
0358_01,0,1,2,50,0,0,0,0,0,0,True,6,50,1
0358_02,0,1,1,32,0,0,0,0,0,0,True,6,50,1
0359_01,0,0,1,26,0,144,0,393,0,88,False,5,66,1
0360_01,0,0,2,15,0,314,196,33,0,111,False,5,67,1
0361_01,0,0,0,33,0,0,36,0,262,361,True,5,68,1
0365_01,0,0,0,27,0,0,0,0,561,21,False,6,51,1
0368_01,2,0,2,26,0,1171,103,1090,15,4,False,5,82,0
0368_02,2,1,2,61,0,0,0,0,0,0,True,5,82,0
0369_01,0,0,2,24,0,0,0,488,171,58,True,6,53,1
0370_01,0,0,2,30,0,0,92,0,382,750,False,5,83,0
0371_01,2,1,2,24,0,0,0,0,0,0,True,5,84,0
0372_01,0,0,2,24,0,0,5,0,1085,0,False,5,85,0
0373_01,0,1,2,41,0,0,0,0,0,0,False,6,62,0
0375_01,0,0,2,20,0,0,0,466,0,218,False,4,22,0
0376_01,0,0,2,22,0,116,0,646,6,0,True,6,54,1
0377_01,1,0,0,63,0,0,744,0,170,1265,False,2,15,1
0378_01,1,0,0,18,0,17,199,4,1236,573,False,1,11,1
0378_02,1,1,0,21,0,0,0,0,0,0,True,1,11,1
0378_03,1,0,2,79,0,1250,217,7,1064,1023,False,1,11,1
0378_04,1,1,2,56,0,0,0,0,0,0,True,1,11,1
0378_05,1,1,2,13,0,0,0,0,0,0,True,1,11,1
0378_06,1,0,2,33,0,0,1066,6,795,760,False,1,11,1
0378_07,1,1,2,32,0,0,0,0,0,0,True,1,11,1
0379_01,0,0,2,31,0,190,0,487,0,161,True,6,63,0
0380_01,1,1,0,26,0,0,0,0,0,0,True,5,82,1
0381_01,1,1,0,18,0,0,0,0,0,0,True,1,16,0
0381_02,1,1,0,38,0,0,0,1115,0,0,True,1,16,0
0382_01,0,0,2,23,0,306,0,0,4,326,False,6,64,0
0383_01,0,0,2,28,0,82,589,0,1157,137,False,6,55,1
0383_02,0,1,1,34,0,0,0,0,0,0,False,6,55,1
0384_01,0,0,0,0,0,0,0,0,0,0,True,6,56,1
0384_02,0,0,2,14,0,3,0,709,25,0,True,6,56,1
0385_01,0,0,2,23,0,13,570,0,0,126,False,6,65,0
0387_01,0,1,2,49,0,0,0,0,0,0,False,6,66,0
0388_01,0,1,2,14,0,0,0,0,0,0,False,6,57,1
0389_01,0,0,2,18,0,339,44,322,0,0,False,4,23,0
0391_01,1,0,1,27,1,69,1357,0,0,738,True,2,9,0
0392_01,0,0,2,48,0,0,107,0,900,0,False,4,24,0
0395_01,1,0,0,31,1,0,1464,462,1288,1221,False,1,17,0
0395_02,1,0,0,61,0,1,476,0,1165,1,False,1,17,0
0396_01,0,1,2,18,0,0,0,0,0,0,True,6,59,1
0397_01,2,1,2,45,0,0,0,0,0,0,True,5,69,1
0398_01,2,0,2,22,0,28,349,36,1258,3,False,3,13,1
0401_01,2,0,2,30,1,794,0,0,0,0,False,3,14,1
0401_02,2,0,2,30,0,1030,0,0,13,0,False,3,14,1
0402_01,0,1,0,32,1,0,0,0,0,0,True,3,15,1
0403_01,2,0,2,43,1,309,674,0,0,2,True,3,13,0
0405_01,0,0,0,17,0,172,1507,0,289,7,False,5,89,0
0407_01,0,0,2,23,0,1273,21,0,0,945,False,6,69,0
0407_02,0,0,2,20,0,0,379,0,5,211,False,5,90,0
0407_03,0,1,2,39,0,0,0,0,0,0,False,6,69,0
0408_01,2,0,2,35,0,828,109,52,0,0,False,4,25,0
0409_01,2,0,2,31,0,0,0,806,2,0,False,5,71,1
0410_01,0,0,0,21,0,0,143,0,472,0,False,5,72,1
0411_01,0,0,2,16,0,559,0,100,137,0,False,5,91,0
0412_01,1,0,2,60,0,0,1401,1101,908,0,True,2,11,0
0413_01,0,0,2,18,0,0,149,0,320,60,False,5,92,0
0415_01,0,1,2,42,0,0,0,0,0,0,False,6,60,1
0417_01,1,1,0,68,0,0,0,0,0,0,True,1,18,0
0417_02,1,0,0,22,0,0,771,0,1246,822,False,1,18,0
0417_03,1,1,2,59,0,0,0,0,0,0,True,1,18,0
0423_01,1,0,2,27,0,8,1208,0,13,57,True,1,19,0
0425_01,2,0,2,37,0,809,2,26,34,1,False,5,96,0
0425_02,2,1,2,3,0,0,0,0,0,0,True,5,96,0
0425_03,2,1,2,31,0,0,0,0,0,0,True,5,96,0
0427_01,1,0,2,31,0,358,1507,1108,467,643,True,4,26,0
0428_01,1,0,2,29,0,0,1259,0,584,1103,True,2,16,1
0429_01,1,0,0,20,0,2,1460,0,2,213,True,0,5,1
0429_02,1,1,0,46,0,0,0,0,0,0,True,0,5,1
0430_01,0,0,2,29,0,0,732,0,16,0,True,5,75,1
0431_01,2,1,2,43,0,0,0,0,0,0,True,5,97,0
0432_01,2,0,2,17,0,961,10,0,0,0,False,5,76,1
0433_01,1,0,0,27,0,0,0,0,0,0,True,1,20,0
0433_02,1,0,2,47,0,4,672,0,1103,1136,False,1,20,0
0434_01,2,1,2,45,0,0,0,0,0,0,True,5,77,1
0435_01,0,1,2,17,0,0,0,0,0,0,True,6,62,1
0436_01,0,0,0,10,0,0,0,0,0,0,True,6,63,1
0436_02,0,0,1,56,0,46,11,0,511,0,False,6,63,1
0437_01,0,0,2,39,0,332,0,22,403,0,False,5,78,1
0437_02,0,0,1,40,0,7,0,678,26,0,False,5,78,1
0438_01,1,1,2,40,0,1273,0,0,0,0,True,1,13,1
0439_01,1,0,0,34,0,1273,1354,45,991,56,False,2,13,0
0441_01,0,0,0,32,0,0,0,0,591,0,False,5,79,1
0442_01,0,0,2,35,0,7,737,0,0,0,False,5,98,0
0444_01,2,0,2,32,1,1139,355,101,0,0,False,3,15,0
0444_02,0,0,2,26,1,1047,0,134,0,0,False,5,99,0
0445_01,0,0,2,25,0,920,0,0,24,648,False,5,80,1
0445_02,0,0,2,26,0,0,0,0,77,587,False,4,25,1
0446_01,1,1,0,22,0,0,0,0,0,0,True,1,21,0
0447_01,0,0,2,22,0,9,0,654,0,0,True,5,81,1
0448_01,0,0,2,24,0,611,0,0,32,0,False,4,27,0
0448_02,0,1,1,32,0,0,0,0,0,0,True,6,71,0
0449_01,0,1,2,11,0,0,0,0,0,0,True,6,64,1
0452_01,2,1,2,22,0,0,0,0,0,0,True,4,26,1
0453_01,1,1,2,19,0,0,0,0,0,0,True,1,14,1
